region,CHR,start,end,cglist,nprobes
Chr6:129083073-129083324,6,129083073,129083324,cg20252221;cg12609030;cg18020155;cg15849276,4
Chr6:130088518-130088757,6,130088518,130088757,cg07077525;cg00635780;cg11029634,3
Chr6:130686592-130686865,6,130686592,130686865,cg13796823;cg20334627;cg26483578;cg18932809;cg24608684,5
Chr6:132102144-132102258,6,132102144,132102258,cg22498050;cg11711062;cg08997193,3
Chr6:132452801-132452935,6,132452801,132452935,cg21306761;cg04072563;cg16463738,3
Chr6:133890472-133890532,6,133890472,133890532,cg16767979;cg12946514;cg00214530,3
Chr6:134436460-134436740,6,134436460,134436740,cg14997321;cg12383699;cg07710266,3
Chr6:134957462-134957550,6,134957462,134957550,cg00005631;cg26911448;cg17271493,3
Chr6:135185117-135185181,6,135185117,135185181,cg10603878;cg20445624;cg25167476,3
Chr6:135579494-135579680,6,135579494,135579680,cg14389797;cg19571469;cg01737427,3
Chr6:136657129-136657241,6,136657129,136657241,cg16343134;cg10088026;cg26331275,3
Chr6:137808860-137809124,6,137808860,137809124,cg03605488;cg12562076;cg07893921,3
Chr6:137817512-137817846,6,137817512,137817846,cg00316222;cg09524396;cg01968402;cg04511728,4
Chr6:137819108-137819267,6,137819108,137819267,cg22581361;cg17657394;cg19003797,3
Chr6:138027692-138027896,6,138027692,138027896,cg10090657;cg26342258;cg02698990,3
Chr6:138267488-138267580,6,138267488,138267580,cg27563103;cg12405236;cg18996512,3
Chr6:138697779-138698076,6,138697779,138698076,cg02798560;cg10451102;cg03247360,3
Chr6:139012860-139013146,6,139012860,139013146,cg07185983;cg06864789;cg25399239;cg18136963,4
Chr6:139117274-139117543,6,139117274,139117543,cg20903160;cg14062002;cg03980370,3
Chr6:139560478-139560597,6,139560478,139560597,cg02186140;cg22115300;cg23453099,3
Chr6:143857318-143857972,6,143857318,143857972,cg21531380;cg00416243;cg16079802;cg06569176;cg06074597;cg13566851;cg24647363,7
Chr6:144409237-144409407,6,144409237,144409407,cg01993732;cg04417703;cg24053915,3
Chr6:144607366-144607567,6,144607366,144607567,cg14989404;cg10466107;cg06814664,3
Chr6:144607911-144608178,6,144607911,144608178,cg11991105;cg19033466;cg17772171,3
Chr6:147727982-147728290,6,147727982,147728290,cg00768299;cg26874691;cg27019068;cg17621389,4
Chr6:147827800-147828073,6,147827800,147828073,cg07433923;cg15261499;cg15840419;cg23144123,4
Chr6:147981747-147981888,6,147981747,147981888,cg10076536;cg08164950;cg25472256;cg06588595,4
Chr6:148592787-148593072,6,148592787,148593072,cg24011296;cg04430995;cg14377051,3
Chr6:148593313-148593434,6,148593313,148593434,cg09261900;cg16634101;cg08663446,3
Chr6:148598327-148598455,6,148598327,148598455,cg26122464;cg12454073;cg15598762,3
Chr6:148880579-148880635,6,148880579,148880635,cg21338153;cg02627599;cg05563222,3
Chr6:148881126-148881461,6,148881126,148881461,cg18129005;cg11895474;cg05395947;cg26952697,4
Chr6:148932537-148932687,6,148932537,148932687,cg10039238;cg06511729;cg23290513,3
Chr6:149019254-149019461,6,149019254,149019461,cg08742360;cg23862395;cg14266586,3
Chr6:149751225-149751415,6,149751225,149751415,cg21012258;cg19740707;cg02969688,3
Chr6:149753127-149753340,6,149753127,149753340,cg11610948;cg16916455;cg24338244,3
Chr6:149813277-149813417,6,149813277,149813417,cg13890913;cg27158084;cg12291586,3
Chr6:149882049-149882115,6,149882049,149882115,cg26031364;cg21542100;cg20895553,3
Chr6:150231942-150232203,6,150231942,150232203,cg14546523;cg05036130;cg04194728;cg09225973;cg00972976,5
Chr6:150311305-150312310,6,150311305,150312310,cg01992107;cg20974077;cg25106322;cg15321298;cg00274279;cg15099250;cg20811804;cg15879949,8
Chr6:150358873-150359130,6,150358873,150359130,cg22287014;cg03114255;cg22091421,3
Chr6:150363888-150364077,6,150363888,150364077,cg05546564;cg04816278;cg12640856,3
Chr6:150378738-150379047,6,150378738,150379047,cg27399125;cg01365486;cg26657235;cg09374123;cg12542670,5
Chr6:153280671-153280770,6,153280671,153280770,cg03177023;cg20300651;cg03712965,3
Chr6:153472898-153472929,6,153472898,153472929,cg18481187;cg07298673;cg12237904,3
Chr6:153552251-153552422,6,153552251,153552422,cg11548181;cg18314313;cg26197064,3
Chr6:153630211-153630484,6,153630211,153630484,cg21552995;cg25542340;cg19749315,3
Chr6:155183881-155184024,6,155183881,155184024,cg13589487;cg26313224;cg22146644;cg21306531,4
Chr6:155226317-155226676,6,155226317,155226676,cg00446011;cg01078563;cg19193574;cg13446811;cg17566005,5
Chr6:155334676-155334920,6,155334676,155334920,cg26601295;cg07696726;cg01254496,3
Chr6:156030265-156030348,6,156030265,156030348,cg01662158;cg08720211;cg02986692,3
Chr6:156718177-156718546,6,156718177,156718546,cg07292773;cg21795221;cg05225634;cg09056876;cg20021506,5
Chr6:156821833-156822082,6,156821833,156822082,cg06865813;cg23997720;cg20496997,3
Chr6:156828989-156829146,6,156828989,156829146,cg11907477;cg17576979;cg02851435,3
Chr6:156952100-156952588,6,156952100,156952588,cg03676602;cg05877222;cg15745824;cg03994891;cg17617106,5
Chr6:156983263-156983315,6,156983263,156983315,cg05282260;cg08839808;cg00269725,3
Chr6:157008139-157008350,6,157008139,157008350,cg26656208;cg13282197;cg02980631,3
Chr6:157009094-157009149,6,157009094,157009149,cg01537665;cg21827153;cg17415033,3
Chr6:157040896-157041268,6,157040896,157041268,cg03523630;cg04671145;cg26373733,3
Chr6:158142609-158142801,6,158142609,158142801,cg24760165;cg23474312;cg06493072,3
Chr6:158652778-158652933,6,158652778,158652933,cg09156769;cg09150006;cg09009248,3
Chr6:159290283-159290520,6,159290283,159290520,cg01733133;cg05103992;cg07061500,3
Chr6:159290838-159291228,6,159290838,159291228,cg26992213;cg06666093;cg23248920;cg01959541,4
Chr6:159307841-159308131,6,159307841,159308131,cg11768612;cg13039545;cg00224417;cg20746081;cg20630971,5
Chr6:159342704-159343190,6,159342704,159343190,cg22620756;cg08967632;cg24076669;cg24223887;cg06357945;cg25256538;cg19861270,7
Chr6:159347728-159347758,6,159347728,159347758,cg22148141;cg23556930;cg11796746,3
Chr6:159359940-159360209,6,159359940,159360209,cg01207473;cg16073143;cg18373855,3
Chr6:159360705-159360984,6,159360705,159360984,cg03739955;cg00788177;cg21583723;cg21497977,4
Chr6:159486340-159486410,6,159486340,159486410,cg22877307;cg13584956;cg23758626,3
Chr6:159528564-159528743,6,159528564,159528743,cg10828175;cg04579467;cg14691884;cg16044277,4
Chr6:159549155-159549216,6,159549155,159549216,cg26246572;cg24628394;cg17642201,3
Chr6:159586693-159586810,6,159586693,159586810,cg07235133;cg05362160;cg04009530,3
Chr6:160023581-160023689,6,160023581,160023689,cg17506621;cg15166039;cg26873880,3
Chr6:160023927-160024144,6,160023927,160024144,cg10672567;cg27503950;cg12854815,3
Chr6:160351986-160352218,6,160351986,160352218,cg02744089;cg02661807;cg03972727,3
Chr6:161100017-161100672,6,161100017,161100672,cg22668218;cg07260592;cg06500337;cg00991875;cg22008851;cg24029114;cg15856829,7
Chr6:161119211-161119493,6,161119211,161119493,cg19250119;cg16210953;cg15731494;cg19949208;cg11375145,5
Chr6:161188022-161188322,6,161188022,161188322,cg25352781;cg03969305;cg03322161,3
Chr6:161188529-161188822,6,161188529,161188822,cg03670381;cg23419328;cg18616418;cg19993219,4
Chr6:161238481-161238745,6,161238481,161238745,cg02187666;cg06260600;cg16276180;cg00347721,4
Chr6:161258752-161259079,6,161258752,161259079,cg17783015;cg09032303;cg13373066,3
Chr6:161346982-161347487,6,161346982,161347487,cg07645924;cg11794398;cg15847456;cg21480654;cg11674346;cg02338889,6
Chr6:161351678-161351879,6,161351678,161351879,cg08945331;cg03133103;cg27516732,3
Chr6:163755094-163755233,6,163755094,163755233,cg12467852;cg21078963;cg10179330,3
Chr6:163756850-163757048,6,163756850,163757048,cg08527290;cg04058685;cg07567256,3
Chr6:163768213-163768551,6,163768213,163768551,cg20934191;cg26338202;cg20867674;cg09432202,4
Chr6:164009657-164009896,6,164009657,164009896,cg01298882;cg03715057;cg17068760,3
Chr6:164029303-164029556,6,164029303,164029556,cg23847262;cg16888590;cg21354781,3
Chr6:164051684-164051859,6,164051684,164051859,cg10458429;cg19767622;cg18000029,3
Chr6:164056932-164057152,6,164056932,164057152,cg03388848;cg16736517;cg06573709,3
Chr6:164124190-164124465,6,164124190,164124465,cg16158513;cg21865293;cg11489081,3
Chr6:164172504-164172619,6,164172504,164172619,cg27041619;cg05495478;cg00276510,3
Chr6:164241327-164241413,6,164241327,164241413,cg02689448;cg04438129;cg00180684,3
Chr6:164393351-164393860,6,164393351,164393860,cg26656672;cg04534697;cg05170671;cg12793096;cg08836375;cg11588637,6
Chr6:164506581-164507305,6,164506581,164507305,cg02740007;cg21306949;cg18108276;cg25815177;cg08319974;cg00048370;cg23054456;cg25694032;cg24400656;cg06388363,10
Chr6:164520564-164520845,6,164520564,164520845,cg04724081;cg09805254;cg09883659;cg25862072,4
Chr6:164527225-164527436,6,164527225,164527436,cg19180235;cg08404427;cg21271420,3
Chr6:164758059-164758516,6,164758059,164758516,cg24025786;cg03722908;cg00896284;cg15083677,4
Chr6:164769688-164769886,6,164769688,164769886,cg09535952;cg21949532;cg00017562,3
Chr6:165032068-165032124,6,165032068,165032124,cg06413365;cg21240332;cg01649219,3
Chr6:165241087-165241210,6,165241087,165241210,cg25623616;cg17298055;cg24835309,3
Chr6:165341241-165341382,6,165341241,165341382,cg13344961;cg23309836;cg11299024,3
Chr6:166077483-166077669,6,166077483,166077669,cg01939453;cg01145140;cg01535080,3
Chr6:166100251-166100316,6,166100251,166100316,cg00039129;cg17712241;cg27028202,3
Chr6:166100605-166100693,6,166100605,166100693,cg05787951;cg01266853;cg11759749,3
Chr6:166123588-166123662,6,166123588,166123662,cg01244421;cg24282460;cg23939504,3
Chr6:166124436-166124559,6,166124436,166124559,cg18902795;cg20598720;cg08249371,3
Chr6:166128575-166128682,6,166128575,166128682,cg05575273;cg15988950;cg00549973,3
Chr6:166139905-166140706,6,166139905,166140706,cg16638945;cg14006515;cg13160528;cg15951362;cg23864398;cg25436486;cg12320986;cg13351249,8
Chr6:166144656-166144874,6,166144656,166144874,cg09454230;cg00699486;cg04230050,3
Chr6:166190016-166190134,6,166190016,166190134,cg13384212;cg25933456;cg08236522,3
Chr6:166205524-166205748,6,166205524,166205748,cg16043046;cg17968511;cg13220290,3
Chr6:166228306-166228349,6,166228306,166228349,cg09456829;cg13540418;cg08302912,3
Chr6:166232960-166233141,6,166232960,166233141,cg04434244;cg09085041;cg05310694;cg17537347,4
Chr6:166240579-166240875,6,166240579,166240875,cg23105605;cg25115145;cg23808916,3
Chr6:166259938-166260012,6,166259938,166260012,cg17345450;cg17586885;cg20418529,3
Chr6:166263628-166263737,6,166263628,166263737,cg22809491;cg27239981;cg06738040,3
Chr6:166267729-166267865,6,166267729,166267865,cg02621130;cg00849713;cg06341957,3
Chr6:166298493-166298540,6,166298493,166298540,cg18727102;cg12005824;cg01486752,3
Chr6:166419479-166419943,6,166419479,166419943,cg16562959;cg08330404;cg12856646;cg20411843;cg08987413;cg10989504,6
Chr6:166421992-166422341,6,166421992,166422341,cg00622837;cg05571970;cg17864046,3
Chr6:166422626-166422741,6,166422626,166422741,cg23657299;cg03177042;cg20813996,3
Chr6:166511577-166511914,6,166511577,166511914,cg05194447;cg16698521;cg00237489;cg06736674;cg27192854;cg02655195,6
Chr6:166666078-166666287,6,166666078,166666287,cg25152411;cg03351580;cg06878426,3
Chr6:166666838-166667648,6,166666838,166667648,cg01349775;cg02566288;cg27621576;cg04535578;cg20538314;cg08692175;cg07646791,7
Chr6:166689319-166689411,6,166689319,166689411,cg02440736;cg05498103;cg18791779,3
Chr6:166711138-166711488,6,166711138,166711488,cg06118056;cg15123761;cg16383005;cg20955693;cg21104686,5
Chr6:167284353-167284611,6,167284353,167284611,cg05545454;cg02117489;cg08298724;cg13265294,4
Chr6:167313144-167313267,6,167313144,167313267,cg26509031;cg07926725;cg20301678,3
Chr6:167508001-167508226,6,167508001,167508226,cg25938025;cg21839211;cg16151362;cg10661263;cg01205058;cg05259303,6
Chr6:167511399-167511537,6,167511399,167511537,cg10809622;cg06505675;cg16885725;cg00868636,4
Chr6:167649256-167649749,6,167649256,167649749,cg01504718;cg20951025;cg12798411;cg25048100;cg08489432;cg11410473,6
Chr6:167653907-167653982,6,167653907,167653982,cg20683250;cg17962047;cg26362605,3
Chr6:167764967-167765215,6,167764967,167765215,cg03846951;cg04263307;cg20174696,3
Chr6:167809825-167810043,6,167809825,167810043,cg13775524;cg23637354;cg18417408;cg07358634,4
Chr6:167813267-167813372,6,167813267,167813372,cg04734841;cg02303858;cg06000193,3
Chr6:167814244-167814397,6,167814244,167814397,cg17762724;cg06783166;cg26520677;cg04813787,4
Chr6:168045556-168045662,6,168045556,168045662,cg19708055;cg14788688;cg11793977,3
Chr6:168072923-168073237,6,168072923,168073237,cg13476531;cg14724719;cg04463911,3
Chr6:168078772-168079212,6,168078772,168079212,cg03381047;cg21686812;cg04060366;cg27537164;cg09086442,5
Chr6:168106055-168106326,6,168106055,168106326,cg09749225;cg00581043;cg16996788;cg17640744,4
Chr6:168120556-168120876,6,168120556,168120876,cg19820543;cg14689595;cg02232284,3
Chr6:168121534-168121752,6,168121534,168121752,cg14039230;cg04958076;cg13655385,3
Chr6:168122607-168122963,6,168122607,168122963,cg14368954;cg21916557;cg02730990;cg06354527;cg12106389;cg24338348,6
Chr6:168132025-168132359,6,168132025,168132359,cg06021704;cg22012477;cg19672384,3
Chr6:168140505-168140649,6,168140505,168140649,cg21156299;cg21661815;cg25983732,3
Chr6:168147405-168147455,6,168147405,168147455,cg07147204;cg06389605;cg10850522,3
Chr6:168147875-168148018,6,168147875,168148018,cg07114577;cg03703733;cg18469813,3
Chr6:168168197-168168453,6,168168197,168168453,cg22049902;cg05296481;cg27665188,3
Chr6:168376134-168376325,6,168376134,168376325,cg16896890;cg16417308;cg00585076,3
Chr6:168386641-168386798,6,168386641,168386798,cg05348417;cg09238312;cg07298081;cg08659487,4
Chr6:168388195-168388388,6,168388195,168388388,cg15649221;cg20093020;cg14333800;cg01709045,4
Chr6:168389700-168390347,6,168389700,168390347,cg00403784;cg02362690;cg11349123;cg09046490;cg22462237,5
Chr6:168393930-168394198,6,168393930,168394198,cg00664730;cg14157549;cg16301975;cg19527959;cg14041603,5
Chr6:168396626-168396727,6,168396626,168396727,cg18887969;cg06904616;cg15920621,3
Chr6:168402227-168402369,6,168402227,168402369,cg08921800;cg17133750;cg15305980,3
Chr6:168449117-168449422,6,168449117,168449422,cg21974679;cg18518671;cg11423891;cg00198141;cg25474864,5
Chr6:168450007-168450208,6,168450007,168450208,cg05922771;cg09572697;cg24775963,3
Chr6:168482421-168482485,6,168482421,168482485,cg06006401;cg14566281;cg16231066,3
Chr6:168517728-168517792,6,168517728,168517792,cg18018913;cg05301124;cg04213854,3
Chr6:168529983-168530209,6,168529983,168530209,cg17550997;cg03466951;cg26960221,3
Chr6:168533375-168533631,6,168533375,168533631,cg09214616;cg20992785;cg17172308,3
Chr6:168549842-168549936,6,168549842,168549936,cg23219388;cg26420724;cg26526883,3
Chr6:168559427-168559503,6,168559427,168559503,cg14330460;cg14972139;cg06515328,3
Chr6:168580503-168580545,6,168580503,168580545,cg23468026;cg15136492;cg11315021,3
Chr6:168590844-168591133,6,168590844,168591133,cg01813280;cg07438999;cg07512236,3
Chr6:168594903-168594959,6,168594903,168594959,cg10896609;cg14332810;cg03836994,3
Chr6:168597173-168597336,6,168597173,168597336,cg02268314;cg13926524;cg16043284,3
Chr6:168597599-168597666,6,168597599,168597666,cg03807873;cg27250634;cg03092680,3
Chr6:168613133-168613387,6,168613133,168613387,cg24851906;cg14463383;cg05418218;cg06599586,4
Chr6:168615156-168615500,6,168615156,168615500,cg01151698;cg27442805;cg06686805;cg27534396;cg23489023;cg00098819;cg03806069,7
Chr6:168616326-168616391,6,168616326,168616391,cg22989894;cg10508271;cg00467592,3
Chr6:168627203-168627268,6,168627203,168627268,cg22611308;cg05171729;cg14354851,3
Chr6:168628407-168628452,6,168628407,168628452,cg05221738;cg15036160;cg16608443,3
Chr6:168630079-168630389,6,168630079,168630389,cg16667192;cg08727598;cg20606489;cg25033341;cg19770377,5
Chr6:168633845-168634096,6,168633845,168634096,cg12591689;cg00099383;cg08727239,3
Chr6:168661137-168661400,6,168661137,168661400,cg11115431;cg19590439;cg22821013,3
Chr6:168665386-168665533,6,168665386,168665533,cg20735682;cg11529346;cg13826290,3
Chr6:168672583-168672844,6,168672583,168672844,cg23481169;cg19251600;cg12298326,3
Chr6:168677763-168677970,6,168677763,168677970,cg24019399;cg25473201;cg07645809,3
Chr6:168682208-168682455,6,168682208,168682455,cg13119780;cg00252533;cg03287929,3
Chr6:168684623-168684757,6,168684623,168684757,cg06251420;cg06638874;cg08062387,3
Chr6:168686246-168686460,6,168686246,168686460,cg21701043;cg05571645;cg04680393,3
Chr6:168689930-168690051,6,168689930,168690051,cg26994270;cg06060740;cg15831664,3
Chr6:168743574-168743643,6,168743574,168743643,cg08785724;cg15977685;cg08822602,3
Chr6:168748440-168748530,6,168748440,168748530,cg14620138;cg05923105;cg02840092,3
Chr6:168757007-168757292,6,168757007,168757292,cg16457369;cg25821135;cg26286154,3
Chr6:168765844-168765998,6,168765844,168765998,cg23623852;cg20558423;cg05390685,3
Chr6:168766243-168766332,6,168766243,168766332,cg12284268;cg23946844;cg27343976,3
Chr6:168768014-168768172,6,168768014,168768172,cg21424703;cg04623371;cg23703060,3
Chr6:168773658-168773907,6,168773658,168773907,cg17289378;cg15682101;cg12388541;cg08109476,4
Chr6:168775229-168775320,6,168775229,168775320,cg07778188;cg17808569;cg06979868,3
Chr6:168777717-168777868,6,168777717,168777868,cg22249291;cg16806051;cg17942603,3
Chr6:168778225-168778312,6,168778225,168778312,cg08515442;cg23183069;cg10781468,3
Chr6:168782904-168782982,6,168782904,168782982,cg21291349;cg10219771;cg23679384,3
Chr6:168785320-168785632,6,168785320,168785632,cg08406698;cg25394782;cg12758485;cg01601658;cg21002542,5
Chr6:168785895-168785970,6,168785895,168785970,cg22782017;cg20566286;cg06132803,3
Chr6:168788815-168789025,6,168788815,168789025,cg16083044;cg25114999;cg04550205,3
Chr6:168789589-168789714,6,168789589,168789714,cg03020067;cg24429727;cg10969502,3
Chr6:168811070-168811287,6,168811070,168811287,cg00095629;cg25669593;cg08345211,3
Chr6:168811930-168812152,6,168811930,168812152,cg20421940;cg21101759;cg01825355,3
Chr6:168812569-168812737,6,168812569,168812737,cg26311420;cg19517108;cg09877301,3
Chr6:169092333-169092843,6,169092333,169092843,cg13992493;cg08123673;cg26422935;cg26337420;cg09279942;cg02387946;cg13866263,7
Chr6:169104434-169104540,6,169104434,169104540,cg02083080;cg17020398;cg05441830,3
Chr6:169106482-169106914,6,169106482,169106914,cg01665754;cg18631997;cg06862589;cg06505349;cg18852515;cg04196068;cg21460686,7
Chr6:169116363-169116695,6,169116363,169116695,cg24172523;cg13124025;cg07147414;cg24792876;cg26536390;cg23848678,6
Chr6:169129567-169129596,6,169129567,169129596,cg17923210;cg06433283;cg23997640,3
Chr6:169226166-169226385,6,169226166,169226385,cg16607181;cg06705138;cg13132147,3
Chr6:169238138-169238579,6,169238138,169238579,cg21986027;cg23647616;cg10579668;cg20044752;cg01398583;cg13844904,6
Chr6:169242769-169243075,6,169242769,169243075,cg15896182;cg05837142;cg03895344;cg11064929,4
Chr6:169243410-169243555,6,169243410,169243555,cg16771771;cg09133003;cg15023933,3
Chr6:169256475-169256780,6,169256475,169256780,cg05672967;cg08148379;cg14520944,3
Chr6:169260632-169260721,6,169260632,169260721,cg24310874;cg08900904;cg21979383,3
Chr6:169261176-169261475,6,169261176,169261475,cg07351302;cg01939381;cg14078235;cg26186549,4
Chr6:169271958-169272221,6,169271958,169272221,cg17041723;cg21239179;cg09147024;cg04322894,4
Chr6:169272926-169273049,6,169272926,169273049,cg05489836;cg02804842;cg11235712,3
Chr6:169273332-169273530,6,169273332,169273530,cg11387916;cg05740106;cg20876525;cg09334776,4
Chr6:169273973-169274118,6,169273973,169274118,cg19409583;cg20585428;cg08375234,3
Chr6:169277107-169277328,6,169277107,169277328,cg06235057;cg27312458;cg01584542,3
Chr6:169284273-169284344,6,169284273,169284344,cg02233862;cg17720554;cg10213762;cg12550496,4
Chr6:169286348-169286588,6,169286348,169286588,cg02383285;cg01769392;cg10122103,3
Chr6:169287265-169287304,6,169287265,169287304,cg09867546;cg12201544;cg17017878,3
Chr6:169290459-169290629,6,169290459,169290629,cg24148931;cg18606189;cg26973414,3
Chr6:169301321-169301413,6,169301321,169301413,cg20044021;cg23652785;cg25303023,3
Chr6:169364456-169364542,6,169364456,169364542,cg03880512;cg24906129;cg11725768,3
Chr6:169364855-169365008,6,169364855,169365008,cg13148449;cg24738424;cg06580908,3
Chr6:169399712-169399762,6,169399712,169399762,cg06853836;cg00856336;cg08098205,3
Chr6:169436407-169436440,6,169436407,169436440,cg02089761;cg06195130;cg09033429,3
Chr6:169539391-169539810,6,169539391,169539810,cg13858061;cg03109310;cg00035449;cg24768243,4
Chr6:169540677-169540780,6,169540677,169540780,cg25717658;cg15552607;cg06244947,3
Chr6:169560079-169560226,6,169560079,169560226,cg13882665;cg20595784;cg21196038;cg08946068,4
Chr6:169562427-169562727,6,169562427,169562727,cg13298451;cg07011413;cg00030427;cg01810346,4
Chr6:169563077-169563110,6,169563077,169563110,cg26040456;cg15513530;cg07104104,3
Chr6:169567348-169567609,6,169567348,169567609,cg10308611;cg03031073;cg26021766,3
Chr6:169568517-169568564,6,169568517,169568564,cg17531889;cg12956380;cg26074411,3
Chr6:169569574-169569740,6,169569574,169569740,cg01572942;cg16070740;cg25731866,3
Chr6:169575618-169575701,6,169575618,169575701,cg01043710;cg25845867;cg02612925,3
Chr6:169586368-169586562,6,169586368,169586562,cg03264693;cg25692002;cg05784148;cg23118735,4
Chr6:169592167-169592444,6,169592167,169592444,cg04662567;cg13746354;cg19395089,3
Chr6:169613121-169613372,6,169613121,169613372,cg26047040;cg18981171;cg05439195;cg24947718,4
Chr6:169689311-169689336,6,169689311,169689336,cg08544268;cg10540712;cg16832302,3
Chr6:169689751-169689939,6,169689751,169689939,cg07609139;cg03126567;cg08866665;cg23143090,4
Chr6:169717551-169718132,6,169717551,169718132,cg17993148;cg00859145;cg07014126;cg20286347;cg17692702;cg26687406;cg08469509;cg10672343;cg05007697,9
Chr6:169823956-169824172,6,169823956,169824172,cg25142614;cg04528808;cg04518066,3
Chr6:169852316-169852575,6,169852316,169852575,cg07086674;cg14533523;cg09308777,3
Chr6:170125973-170126072,6,170125973,170126072,cg11243981;cg04327547;cg15227633,3
Chr6:170184790-170184901,6,170184790,170184901,cg21533683;cg10869641;cg00262263,3
Chr6:170231937-170232143,6,170231937,170232143,cg00390176;cg13018793;cg01238672,3
Chr6:170238514-170238811,6,170238514,170238811,cg05622124;cg12931929;cg11417841;cg14073924,4
Chr6:170239089-170239250,6,170239089,170239250,cg00759420;cg02746340;cg03670369,3
Chr6:170249394-170249553,6,170249394,170249553,cg17569754;cg26076858;cg06452683,3
Chr6:170268691-170268808,6,170268691,170268808,cg15288329;cg09378448;cg03363478,3
Chr6:170337747-170337897,6,170337747,170337897,cg17946038;cg13751778;cg17317007,3
Chr6:170359269-170359395,6,170359269,170359395,cg03214600;cg09008460;cg10614007,3
Chr6:170365320-170365525,6,170365320,170365525,cg18275732;cg15355790;cg07818141,3
Chr6:170374197-170374555,6,170374197,170374555,cg20235471;cg14137649;cg10534480;cg24218279;cg26389255,5
Chr6:170390236-170390429,6,170390236,170390429,cg11579646;cg17688775;cg03244701,3
Chr6:170396116-170396327,6,170396116,170396327,cg15022051;cg06882829;cg10815835,3
Chr6:170396910-170397195,6,170396910,170397195,cg24842998;cg25683811;cg20813827,3
Chr6:170398571-170399310,6,170398571,170399310,cg07489447;cg21680307;cg21478562;cg14468953;cg23046566;cg08272105;cg02091973,7
Chr6:170411557-170411613,6,170411557,170411613,cg17267654;cg04452437;cg10224867,3
Chr6:170411827-170411953,6,170411827,170411953,cg05441937;cg15033140;cg14468284,3
Chr6:170414732-170414942,6,170414732,170414942,cg15150454;cg21994125;cg26653974,3
Chr6:170418412-170418678,6,170418412,170418678,cg16016640;cg17426568;cg16479102,3
Chr6:170425720-170425900,6,170425720,170425900,cg19693115;cg08250108;cg25206280,3
Chr6:170441291-170441337,6,170441291,170441337,cg04399728;cg06962628;cg02525939,3
Chr6:170444251-170444432,6,170444251,170444432,cg13154263;cg13200288;cg22066065,3
Chr6:170449417-170449884,6,170449417,170449884,cg13600257;cg07963316;cg04095995;cg06002867;cg16306083;cg14218838,6
Chr6:170454422-170454773,6,170454422,170454773,cg11574248;cg12207953;cg15323121,3
Chr6:170455374-170455570,6,170455374,170455570,cg00549972;cg11400162;cg01900548,3
Chr6:170456815-170457111,6,170456815,170457111,cg25215565;cg24027542;cg11889195;cg14582080,4
Chr6:170463167-170463397,6,170463167,170463397,cg04852348;cg06303744;cg01622006,3
Chr6:170467728-170468154,6,170467728,170468154,cg23135706;cg24097094;cg19912309;cg01715538,4
Chr6:170471161-170471364,6,170471161,170471364,cg26292575;cg09655272;cg09623085,3
Chr6:170478393-170478454,6,170478393,170478454,cg06391732;cg07365741;cg19680631,3
Chr6:170479655-170479840,6,170479655,170479840,cg18813518;cg03867979;cg18363911,3
Chr6:170482222-170482324,6,170482222,170482324,cg24408316;cg09906558;cg21457110,3
Chr6:170482788-170483214,6,170482788,170483214,cg00289362;cg10173649;cg19848529;cg11045805,4
Chr6:170488072-170488366,6,170488072,170488366,cg23052758;cg14040634;cg04226256;cg16608596,4
Chr6:170500610-170500661,6,170500610,170500661,cg21235075;cg21597487;cg18788749,3
Chr6:170500876-170501052,6,170500876,170501052,cg22739554;cg23066587;cg13214005;cg08278539,4
Chr6:170531180-170531435,6,170531180,170531435,cg05024916;cg11521470;cg13735285;cg14114043,4
Chr6:170531660-170531847,6,170531660,170531847,cg22099441;cg27068650;cg21782315,3
Chr6:170532633-170532835,6,170532633,170532835,cg24454932;cg24710048;cg25738786;cg25753473,4
Chr6:170535612-170536124,6,170535612,170536124,cg25238229;cg22234627;cg01509330;cg10490679;cg08799350;cg06682039;cg05006142,7
Chr6:170539376-170539453,6,170539376,170539453,cg04778855;cg17678009;cg09204145,3
Chr6:170540050-170540202,6,170540050,170540202,cg13963053;cg08761308;cg23359339,3
Chr6:170554795-170555276,6,170554795,170555276,cg04386759;cg04972894;cg00893488;cg24150532,4
Chr6:170557976-170558102,6,170557976,170558102,cg03972135;cg19406113;cg16590582,3
Chr6:170559115-170559452,6,170559115,170559452,cg17101681;cg17254904;cg12035402;cg02191483;cg20391436;cg23735646,6
Chr6:170559721-170560157,6,170559721,170560157,cg05788125;cg17108423;cg14534148;cg23205936;cg24852883;cg15938671,6
Chr6:170562191-170562720,6,170562191,170562720,cg26999725;cg01157470;cg17937620;cg13588517,4
Chr6:170574833-170574994,6,170574833,170574994,cg19958301;cg20479009;cg25728477,3
Chr6:170578592-170578855,6,170578592,170578855,cg10172887;cg02666837;cg19353431;cg06153927,4
Chr6:170580947-170581248,6,170580947,170581248,cg24039042;cg01766850;cg09344348;cg18555277,4
Chr6:170581502-170581971,6,170581502,170581971,cg21138542;cg03899510;cg23951305;cg04030444,4
Chr6:170582184-170582543,6,170582184,170582543,cg06087826;cg05177437;cg11697474;cg18317492,4
Chr6:170584106-170584501,6,170584106,170584501,cg23988375;cg16108844;cg03788731;cg24176323,4
Chr6:170585664-170585971,6,170585664,170585971,cg02087565;cg02360002;cg00498089;cg27544384,4
Chr6:170589483-170589560,6,170589483,170589560,cg19888017;cg03775991;cg12814571,3
